institution,course,type,salary6monthsafter,mediantariff
10000571,Business  &  Management  (International  Business)  with  Professional  Practice  Year,BA,20000,107.59091
10000571,Business  &  Management  (Law),BA,20000,107.59091
10000571,Business  &  Management  (Law)  with  Professional  Practice  Year,BA,20000,107.59091
10000571,Business  &  Management  (Marketing)  with  Professional  Practice  Year,BA,20000,108.5
10000571,Business  &  Management  (Tourism  Management)  with  Professional  Practice  Year,BA,20000,108.6
10000571,Business  &  Management  with  Professional  Practice  Year,BA,20000,107.59091
10000571,Business  and  Management,BA,20000,107.875
10000571,Business  and  Management  &  Creative  Computing  with  Professional  Placement  Year,BA/BSc,20000,107.59091
10000571,Business  and  Management  (Human  Resource  Management),BA,20000,123.25
10000571,Business  and  Management  (International),BA,20000,107.25
10000571,Business  and  Management  (Marketing),BA,20000,108.5
10000571,Business  and  Management  (Tourism  Management),BA,20000,108.6
10000571,Comedy,BA,17000,134.875
10000571,Comedy  with  Professional  Placement  Year,BA,17000,134.875
10000571,Creative  Writing,BA,16000,133
10000571,Creative  Writing  with  Professional  Placement  Year,BA,16000,112
10000571,Dance  &  Drama,BA,17000,112
10000571,Drama,BA,17000,119.5
10000571,Drama  (Writing  For  Performance),BA,17000,134.875
10000571,Drama  with  Professional  Placement  Year,BA,17000,134.875
10000571,Education  Specialised  &  Early  Years,BA,16000,135.5
10000571,Education  Specialised  &  Education  Single,BA,16000,132.82143
10000571,Education  Studies,BA,16000,115.75
10000571,Education  Studies  with  Professional  Placement  Year,BA,16000,125.5
10000571,Education:  Early  Years  Single,BA,16000,117
10000571,Education:  Early  Years  with  Professional  Placement  Year,BA,16000,125.5
10000571,English  Literature,BA,17000,121.375
10000571,English  Literature  with  Professional  Placement  Year,BA,17000,121.6
10000571,Environmental  Science,BSc,20000,115
10000571,Environmental  Science  with  year  in  professional  practice,BSc,20000,105.23077
10000571,Film  &  Screen  Studies  with  Professional  Placement  Year,BA,18000,116.16666
10000571,Film  and  Screen  Studies,BA,18000,106
10000571,Film  and  Screen  Studies  &  Media  Communications,BA,18000,116.16666
10000571,Film  and  Screen  Studies  &  Media  Communications  with  Professional  Placement  Year,BA,18000,116.16666
10000571,Film  Television  and  Digital  Production,BA,18000,129.30435
10000571,Film  TV  &  Digital  Production  with  Professional  Placement  Year,BA,18000,116.16666
10000571,Food  with  Nutrition,BSc,22000,115.75
10000571,Food  with  Nutrition  with  year  in  professional  practice,BSc,22000,115.75
10000571,Geography,BSc,20000,102
10000571,Geography  (Human),BA,20000,105.23077
10000571,Geography  (Human)  with  Professional  Placement  Year,BA,20000,105.23077
10000571,Geography  (Physical),BSc,20000,105.23077
10000571,Geography  (Physical)  with  Professional  Placement  Year,BSc,20000,105.23077
10000571,Geography  with  Professional  Placement  Year,BSc,20000,105.23077
10000571,Global  Development  &  Sustainability,BSc,20000,108.85714
10000571,Global  Development  &  Sustainability  with  Professional  Placement  Year,BSc,20000,105.23077
10000571,History,BA,18000,103.5
10000571,History  with  Professional  Placement  Year,BA,18000,106
10000571,History:  Heritage  &  Public  History  with  Professional  Placement  Year,BA,18000,106
10000571,History:  Heritage  and  Public  History,BA,18000,106
10000571,Human  Nutrition,BSc,22000,106
10000571,Human  Nutrition  with  year  in  professional  practice,BSc,22000,115.75
10000571,Journalism  and  Publishing,BA,17000,134
10000571,Media  Communications,BA,18000,108.5
10000571,Media  Communications  with  Professional  Placement  Year,BA,18000,116.16666
10000571,Psychology,BSc,18000,115.1579
10000571,Psychology  &  Sociology,BSc,18000,101
10000571,Psychology  with  Professional  Placement  Year,BSc,18000,115.75
10000571,Religions  Philosophy  and  Ethics,BA,18000,96
10000571,Theatre  Production,BA,17000,124
10000571,Theatre  Production  with  Professional  Placement  Year,BA,17000,134.875
10007850,Accounting  and  Finance,BSc,23000,173.96552
10007850,Aerospace  Engineering,MEng,26000,192
10007850,Aerospace  Engineering,MEng,26000,210.5
10007850,Architecture,BSc,21000,214.17647
10007850,Biochemistry,BSc,20000,167.5
10007850,Biochemistry,BSc,20000,173.69565
10007850,Biology,BSc,20000,162.5
10007850,Biology,BSc,20000,187.25
10007850,Biomedical  Sciences,BSc,20000,181
10007850,Biomedical  Sciences,BSc,20000,173.125
10007850,Business  Administration,BSc,22000,181.45454
10007850,Chemical  Engineering,MEng,27000,210.5
10007850,Chemical  Engineering,MEng,27000,203.42857
10007850,Chemical  Engineering,BEng,27000,192
10007850,Chemical  Engineering,BEng,27000,199.5
10007850,Chemistry,BSc,22000,144
10007850,Chemistry,MChem,22000,172.5
10007850,Chemistry,MChem,22000,160
10007850,Chemistry,BSc,22000,181
10007850,Chemistry,MChem,22000,164.28572
10007850,Chemistry,BSc,22000,170
10007850,Chemistry  for  Drug  Discovery,BSc,22000,170
10007850,Chemistry  for  Drug  Discovery,BSc,22000,170
10007850,Chemistry  for  Drug  Discovery,MChem,22000,170
10007850,Chemistry  for  Drug  Discovery,MChem,22000,144
10007850,Chemistry  for  Drug  Discovery,MChem,22000,170
10007850,Chemistry  for  Drug  Discovery,BSc,22000,170
10007850,Civil  and  Architectural  Engineering,MEng,26000,187.25
10007850,Civil  and  Architectural  Engineering,MEng,26000,160
10007850,Civil  Engineering,MEng,26000,210.5
10007850,Civil  Engineering,MEng,26000,215.5
10007850,Civil  Engineering,BEng,26000,196.5
10007850,Civil  Engineering,BEng,26000,196.5
10007850,Computer  Science,BSc,25000,173.125
10007850,Computer  Science,MComp,25000,180.28572
10007850,Computer  Science,BSc,25000,180.28572
10007850,Computer  Science,MComp,25000,160
10007850,Computer  Science,MComp,25000,160
10007850,Computer  Science,BSc,25000,160
10007850,Computer  Systems  Engineering,BEng,26000,170.3125
10007850,Computer  Systems  Engineering,BEng,26000,170.3125
10007850,Computer  Systems  Engineering,MEng,26000,170.3125
10007850,Computer  Systems  Engineering,MEng,26000,170.3125
10007850,Economics,BSc,28000,189.125
10007850,Economics,BSc,28000,186
10007850,Economics  with  professional  placement  and  study  year  abroad,BSc,28000,186.83333
10007850,Economics  with  study  year  abroad,BSc,28000,186.83333
10007850,Electrical  and  Electronic  Engineering,MEng,26000,179.75
10007850,Electrical  and  Electronic  Engineering,BEng,26000,160
10007850,Electrical  and  Electronic  Engineering,BEng,26000,154
10007850,Electrical  and  Electronic  Engineering,MEng,26000,144
10007850,Electrical  Power  Engineering,BEng,26000,170.3125
10007850,Electrical  Power  Engineering,BEng,26000,170.3125
10007850,Electrical  Power  Engineering,MEng,26000,170.3125
10007850,Electrical  Power  Engineering,MEng,26000,170.3125
10007850,Electronic  Engineering  with  Space  Science  and  Technology,BEng,26000,170.3125
10007850,Electronic  Engineering  with  Space  Science  and  Technology,MEng,26000,170.3125
10007850,Electronic  Engineering  with  Space  Science  and  Technology,BEng,26000,170.3125
10007850,Electronic  Engineering  with  Space  Science  and  Technology,MEng,26000,170.3125
10007850,Electronic  Systems  Engineering,MEng,26000,170.3125
10007850,Electronic  Systems  Engineering,MEng,26000,170.3125
10007850,Electronic  Systems  Engineering,BEng,26000,170.3125
10007850,Electronic  Systems  Engineering,BEng,26000,170.3125
10007850,Health  and  Exercise  Science,MSci,18000,167.14285
10007850,Health  and  Exercise  Science,BSc,18000,167.14285
10007850,Health  and  Exercise  Science,MSci,18000,167.14285
10007850,Health  and  Exercise  Science,BSc,18000,167.14285
10007850,Integrated  Mechanical  and  Electrical  Engineering,MEng,25000,195.75
10007850,International  Management,BSc,22000,218
10007850,International  Management  and  Modern  Languages  (French),BSc,25000,169
10007850,International  Management  and  Modern  Languages  (German),BSc,23000,167.5
10007850,International  Management  and  Modern  Languages  (Spanish),BSc,26000,179
10007850,Management,BSc,22000,211
10007850,Management,BSc,22000,188
10007850,Mathematical  Sciences,BSc,25000,198.5625
10007850,Mathematical  Sciences,BSc,25000,195.57143
10007850,Mathematical  Sciences,BSc,25000,176
10007850,Mathematics,MMath,25000,213
10007850,Mathematics,MMath,25000,198.5625
10007850,Mathematics,MMath,25000,190.34782
10007850,Mathematics,BSc,25000,198.5625
10007850,Mathematics,BSc,25000,201.47368
10007850,Mathematics,BSc,25000,199.5
10007850,Mathematics  and  Statistics,BSc,25000,198.5625
10007850,Mathematics  and  Statistics,BSc,25000,192
10007850,Mathematics  and  Statistics,BSc,25000,198.5625
10007850,Mechanical  Engineering,MEng,26000,211.60001
10007850,Mechanical  Engineering,MEng,26000,203.25
10007850,Mechanical  Engineering  with  Manufacturing  and  Management,MEng,26000,206.16667
10007850,Mechanical  Engineering  with  Manufacturing  and  Management,MEng,26000,206.16667
10007850,Mechanical  with  Automotive  Engineering,MEng,26000,206.16667
10007850,Mechanical  with  Automotive  Engineering,MEng,26000,206.16667
10007850,Modern  Languages  and  European  Studies  (French  and  ab  initio  Italian),BA,22000,163.75
10007850,Modern  Languages  and  European  Studies  (French  and  Spanish),BA,20000,166.66667
10007850,Pharmacology,BSc,19000,154.71428
10007850,Pharmacology,MPharmacol,19000,172
10007850,Pharmacy,MPharm,19000,156.41379
10007850,Pharmacy  with  Integrated  Pre-registration  Year,MPharm,19000,157.92857
10007850,Physics,BSc,25000,195.75
10007850,Physics,MPhys,25000,209.875
10007850,Physics,BSc,25000,201.64285
10007850,Physics,MPhys,25000,176
10007850,Physics,BSc,25000,187.25
10007850,Physics  with  Astrophysics,BSc,25000,201.64285
10007850,Physics  with  Astrophysics,BSc,25000,201.64285
10007850,Physics  with  Astrophysics,MPhys,25000,201.64285
10007850,Physics  with  Astrophysics,MPhys,25000,201.64285
10007850,Physics  with  Astrophysics,BSc,25000,201.64285
10007850,Physics  with  Astrophysics  with  Professional  and  Research  Placement,MPhys,25000,201.64285
10007850,Physics  with  Astrophysics  with  Professional  Placement,MPhys,25000,201.64285
10007850,Physics  with  Astrophysics  with  Research  Placement,MPhys,25000,201.64285
10007850,Physics  with  Professional  and  Research  Placement,MPhys,25000,201.64285
10007850,Physics  with  Professional  Placement,MPhys,25000,176
10007850,Physics  with  Research  Placement,MPhys,25000,179.75
10007850,Politics  and  International  Relations,BSc,21000,173.84616
10007850,Politics  and  International  Relations,BSc,21000,167.5
10007850,Politics  with  Economics,BSc,28000,164.28572
10007850,Psychology,MSci,19000,197
10007850,Psychology,BSc,19000,196.73685
10007850,Psychology,MSci,19000,192.83333
10007850,Psychology,BSc,19000,197
10007850,Robotics  Engineering  4FT,MEng,26000,170.3125
10007850,Robotics  Engineering  5SW,MEng,26000,170.3125
10007850,Social  Policy,BSc,19000,151.5
10007850,Social  Policy,BSc,19000,151.5
10007850,Social  Work  and  Applied  Social  Studies,BSc,26000,163.33333
10007850,Sociology,BSc,19000,144
10007850,Sociology,BSc,19000,171.25
10007850,Sport  and  Exercise  Science,MSci,18000,167.14285
10007850,Sport  and  Exercise  Science,BSc,18000,170.94595
10007850,Sport  and  Exercise  Science,MSci,18000,167.14285
10007850,Sport  and  Exercise  Science,BSc,18000,167.14285
10007850,Sport  and  Exercise  Science,MSci,18000,168.57143
10007850,Sport  and  Exercise  Science,BSc,18000,171.53847
10007850,Sport  and  Exercise  Science  with  combined  professional  placement  and  study  year  abroad,BSc,18000,167.14285
10007850,Sport  and  Exercise  Science  with  combined  professional  placement  and  study  year  abroad,MSci,18000,167.14285
10007850,Sport  and  Social  Sciences,BA,18000,161.875
10007850,Sport  and  Social  Sciences,BA,18000,165
10007850,Statistics,BSc,25000,198.5625
10007850,Statistics,BSc,25000,198.5625
10007850,Statistics,BSc,25000,198.5625
10007152,Accounting,BA,22000,64
10007152,Accounting,BA,22000,64
10007152,Accounting,BA,22000,64
10007152,Accounting  and  Finance,BSc,22000,76
10007152,Acting,BA,17000,80
10007152,Advertising  and  Branding  Design,BA,18000,90
10007152,Advertising  and  Branding  Design,BA,18000,90
10007152,Advertising  and  Branding  Design,BA,18000,90
10007152,Advertising  and  Marketing  Communications,BA,20000,69
10007152,Advertising  and  Marketing  Communications,BA,20000,69
10007152,Advertising  and  Marketing  Communications,BA,20000,69
10007152,Animation,BA,18000,90
10007152,Animation,BA,18000,90
10007152,Animation,BA,18000,83
10007152,Animation  for  Industry,BA,17000,74
10007152,Applied  Education  Studies,BA,19000,0
10007152,Applied  Psychology,BSc,18000,102
10007152,Applied  Psychology,BSc,18000,90.5
10007152,Applied  Social  Studies,BA,18000,80.833336
10007152,Applied  Social  Studies,BA,18000,89
10007152,Applied  Social  Studies,BA,18000,99
10007152,Applied  Social  Studies  Extended,BA,18000,80.833336
10007152,Art  and  Design,BA,17000,69
10007152,Art  and  Design,BA,17000,69
10007152,Art  and  Design,BA,17000,69
10007152,Artificial  Intelligence  and  Robotics,BSc,24000,87.105263
10007152,Artificial  Intelligence  and  Robotics,BSc,24000,87.105263
10007152,Artificial  Intelligence  and  Robotics,BSc,24000,87.105263
10007152,Biochemistry,BSc,19000,89.705879
10007152,Biochemistry,BSc,19000,89.705879
10007152,Biochemistry,BSc,19000,89.705879
10007152,Biological  Science,BSc,19000,90.833336
10007152,Biological  Science,BSc,19000,60.5
10007152,Biological  Science,BSc,19000,90.833336
10007152,Biomedical  Science,BSc,19000,80
10007152,Biomedical  Science,BSc,19000,90.833336
10007152,Broadcast  Journalism,BA,18000,99.75
10007152,Broadcast  Journalism,BA,18000,99.75
10007152,Broadcast  Journalism,BA,18000,99.75
10007152,Broadcast  Television  and  Radio,BA,18000,83.75
10007152,Broadcast  Television  and  Radio,BA,18000,83.75
10007152,Broadcast  Television  and  Radio,BA,18000,83.75
10007152,Business  Economics,BA,21000,69
10007152,Business  Economics,BA,21000,69
10007152,Business  Information  Systems,BSc,24000,87.105263
10007152,Business  Information  Systems,BSc,24000,87.105263
10007152,Business  Information  Systems,BSc,24000,86
10007152,Business  Management,BA,22000,92.5
10007152,Business  Management,BA,22000,92.5
10007152,Business  Management,BA,22000,64
10007152,Business  Management,BA,22000,64
10007152,Business  Management,BA,22000,64
10007152,Business  Management,BA,22000,92.5
10007152,Business  Studies,BA,22000,64
10007152,Business  Studies,BA,22000,64
10007152,Business  Studies,BA,22000,64
10007152,Business  Studies  (Finance),BA,22000,71.5
10007152,Business  Studies  (Finance),BA,22000,64
10007152,Business  Studies  (Finance),BA,22000,64
10007152,Business  Studies  (General  Route),BA,22000,64
10007152,Business  Studies  (International),BA,22000,64
10007152,Business  Studies  (International),BA,22000,64
10007152,Business  Studies  (International),BA,22000,71.5
10007152,Business  Studies  (Marketing),BA,22000,64
10007152,Business  Studies  (Marketing),BA,22000,60
10007152,Business  Studies  (Project  Management),BA,22000,64
10007152,Business  Studies  (Project  Management),BA,22000,64
10007152,Business  Studies  with  Finance,BSc,22000,64
10007152,Business  Studies  with  Marketing,BSc,22000,64
10007152,Child  and  Adolescent  Studies,BA,18000,102.5625
10007152,Child  and  Adolescent  Studies,BA,18000,102.5625
10007152,Child  and  Adolescent  Studies,BA,18000,64
10007152,Communication  and  Reputation  Management,BSc,20000,69
10007152,Computer  Animation  and  Visual  Effects,BSc,17000,74
10007152,Computer  Games  Development,BSc,24000,87.105263
10007152,Computer  Games  Development,BSc,24000,87.105263
10007152,Computer  Games  Development,BSc,24000,82.5
10007152,Computer  Networking,BSc,24000,87.105263
10007152,Computer  Networking,BSc,24000,64
10007152,Computer  Networking,BSc,24000,87.105263
10007152,Computer  Science,BSc,24000,87.105263
10007152,Computer  Science,BSc,24000,64
10007152,Computer  Science,BSc,24000,87.105263
10007152,Computer  Science  and  Robotics,BSc,24000,87.105263
10007152,Computer  Science  and  Robotics,BSc,24000,87.105263
10007152,Computer  Science  and  Robotics,BSc,24000,87.105263
10007152,Computer  Science  and  Software  Engineering,BSc,24000,87.105263
10007152,Computer  Science  and  Software  Engineering,BSc,24000,87.105263
10007152,Computer  Science  and  Software  Engineering,BSc,24000,87.105263
10007152,Computer  Security  and  Forensics,BSc,24000,87.105263
10007152,Computer  Security  and  Forensics,BSc,24000,87.105263
10007152,Computer  Security  and  Forensics,BSc,24000,100.28571
10007152,Computing  and  Mathematics,BSc,24000,87.105263
